Map ID,MapArea,MapMaker,MapYear,MapHeight,MapWidth,MapTitle,description,MapPrice,MapInfoMemo,Location (Physical),tag
1765,Ky. and Tenn.,"Mitchell, S.Augustus",1881,14,22,County Map Of Kentucky And Tennessee,Hand colored engraved map of the two states.Ivy leaf border typical of Mitchell maps.,235,,2,
3492,Lousiana,"Mitchell, S.Augustus",1884*,10,11,Plan Of New Orleans,Hand colored plan of the city.,110,,2,
5487,La.D,"Mitchell,S.A.",1860*,9,11,Plan of New Orleans,Hand colored map of the city.,195,,2,keep for kids
3337,Arkansas,"Mitchell,S.Augustus",1846*,14.5,11 5/8,"A New Map Of Arkansas With Its Canals,Roads And Distances",Hand colored engraved map of the state.Early counties.Scarce.,265,,2,SELL
5546,"Arkansa, v.Missouri","Morse, S.",1844*,11,14,"Arkansas, v. Missouri","This map was published using a Cerographic wax process,very uncommon.",95,,2,SELL
4214,United States,Olney's Geography,1839,10,16,Map of the Southern States,Hand colored map.,95,,2,
3930,Florida,Rand & McNally,1898,24.5,16,Florida,Color printed map of Fla.Railroads have not yet arrived to the lowere third of the state.,95,,2,SELL
3968,Florida,Rand McNally,1895,25,21,Florida,Color printed map of the state. Many details.The R.R.ends at Miami.,85,,2,
560,Mississippi,Rand McNally,1907,26,19,Mississippi,Detailed map of the state,85,,2,
1100,Florida,"Rand McNallY,(Neuer Familien Atlas)",1888*,19,13,Florida,Huge Dade County filled with the Everglades.some browning.,95,,2,SELL
2885,LouisianaD,"Rand, McNally",1907*,19,26,Louisiana,Color printed large map of the state. Rairoads shown and named.,65,,2,
4454,Ark.,"Rand,McNally & C0.",1902,3,2,Little  Rock and Vicinity,The city at the turn of the century. Before development and expansion. Note old place names.,15,,2,SELL
2423,LouisianaD,"Rand,McNally & Co.",1881,10,13,Louisiana,Litho map with banknote style engraved border.Printed color.Early place names.Railroads shown.,55,,2,keep for kids
2424,Miss.,"Rand,McNally & Co.",1881,13,10,Miss.,Litho map with banknote style engraved border.Printed color.Early place names.Railroads shown.,45,,2,
1271,Georgia,SDUK,1834c,16,12,Georgia with Parts of North & South Carolina etc.,Early Georgia. Indian areas.Outline color.Bottom edge has repaird tears.,85,,2,SELL
5133,"La.,Miss.Alab",SDUK,1833*,12,16,"SDUK,North America.. parts of Louisiana,Arkansas,Miss., Alabama, and Florida.","SDUK map of these southern states, 1833.Detailed, early, with outline coloring.",245,,2,
634,"La.,Miss.Alab.",SDUK,1833*,12,16,"SDUK,North America.. parts of Louisiana,Arkansas,Miss., Alabama, and Florida.","SDUK map of these southern states, 1833.Detailed, early, with outline coloring.",225,,2,
5134,"La.,Miss.Alab.D",SDUK,1833*,12,16,"SDUK,North America.. parts of Louisiana,Arkansas,Miss., Alabama, and Florida.","SDUK map of these southern states, 1833.Detailed, early, with outline coloring.",265,,2,keep for kids
1775,"Louisiana, ArkD",SDUK,1833*,12,16,"Parts of La., Ark., Miss.,","Important map of La.,Miss.,and parts of Ala.etc.Outline color.",185,,2,keep for kids
1776,"Louisiana, ArkD",SDUK,1833*,12,16,"Parts of La., Ark., Miss.,",Most of La. and Miss.,265,,2,BKLYN
1594,"Mo. Area,etc.",SDUK,1833*,13,16,"North Amer.-Parts of Missouri,Illinois,Kentucky,Tennessee,Alabama,Miss.,and Arkansas",Many Indian tribes located in these territories.,185,,2,
5135,"Mo.,Ill.,Ky.,Ala.,Miss.,and Ark.",SDUK,1833*,13,16,"SDUK,Sheet X,Mo,Ill.,Ky.,Ala.,Miss.,and Ark.","SDUK map of these southern states, 1833.Detailed, early, with outline coloring.",135,,2,
672,North America,SDUK,1833*,14,16,"Parts of Missouri,Illinois,Ky.,Tenn.,Ala.,Miss.,Ark. Sheet X",Color outlined as issued.Large Indian tribe areas.,175,,2,SELL
635,Miss.D,Taintor Bros. & Merrill,1874,20,14,Map Of The State Of Mississippi,Banknote style delicate border.Hand colored.Finely detailed engraving.Scarce.,235,,2,
1593,Arkansas,Tanner,1836*,13.5,10 3/4,"A New Map Of Arkansas With Its Canals,Roads And Distances",Hand colored engraved map of the state.Early counties.Scarce.,285,,2,SELL
3878,Tenn.,Tanner,1836*,11,15333,A New Map Of Tennessee,Handsome map of Tenn. With insets of Environs of Nashville and of Knoxville. Hand colored.,375,,2,SELL
3338,Louisiana,"Tanner, Henry S.",1839*,14,11,"A New Map Of Louisiana With Its Canals,Roads And Distances",Hand colored engraved map of the state.Early counties.Inset map of N.Orleans.,365,,2,
2841,Louisiana,"Tirion, Isaak",1769,13,18,Grendvlakte van Nieuw Orleans,A fine plan of New Orleans.Nicer if colored.,975,2500-old and rare/,2,
181,Ark.,U.S. Army,1860,6,4,Plan of the Route of the Exped. Of Maj.Beall..Against Apache Indians,Route of the settlers going West.,,,2,SELL
2131,Florida,U.S.Govt.,1837*,9,24,A Plat Exhibiting the State of the Surveys in the Territory of Florida,Early surveying of northern Fla. Note Arrendo Grant.,55,,2,SELL
5142,Florida,U.S.Govt.,1843*,15,12,A Plat of the Peninsula of Florida,Early surveying of central Fla.,85,,2,
5185,Florida,U.S.Govt.,1854*,23,17,Coast of Florida,"Fla. Coast ,Indian Hunting Grounds at tip of Fla. Some color",195,,2,SELL
1854,Kansas and Neb,U.S.Surveyor General,1857,23,16,Map to Showing the Progress of the Surveys in the Territories of Kansas and Nebraska,"Early surveys of these territories with Indian Reserves located.see #1853, darkening.",45,,2,
1795,Florida,unknown,1925c,4,6,View of Dr.Barys Enterprise Florida,Photo view of orange grove,15,,2,SELL
5827,Ga.,US Coastal Survey,1857,19,29,"St.Simon's Sound and Brunswick Harbor, Georgia",Completed chart.,125,,2,
4795,Florida,USCGS,1936*,27,44,Miami Harbor,"Large color printed recent map showing Miami Beach and its islands, 1936",95,,2,
102,Alabama,USCS,1865c,9,6,Mobile Bay,"Mobile Bay with soundings.Note locations of Batteries, Torpedoes, and obstructions near Mobile",95,,2,SELL
1831,Alabama,USCS,1846-50,8,12,"Sketch H,",Miss. And Ala.coasts with Mobile Bay.Interesting triangulations and place names.,55,strongly printed,2,SELL
1886,Alabama,USCS,1846-50,8,12,"Sketch H,",Miss. And Ala.coasts with Mobile Bay.Interesting triangulations and place names.,45,,2,SELL
4505,Florida,USCS,1855,10,23,(Florida northwest coast),"From Perdido Bay to Applachee Bay.Hand colored.From San Perdido Bay, Santa Rosa Island, St.George's Sound,to Apalachee Bay,St.Mark's.colored at coast.",65,,2,SELL
2861,Georgia,USCS,1867,22,29,St.Catherine's Sound,"Completed chart, brittle.  Could be backed with Jap paper",75,,2,
3454,Georgia,USCS,1867,31,35,Savannah River and Wassau Sound,"Large and detailed, showing islands, rivers etc.",235,,2,
4768,Georgia,USCS,1855,20,33,Savannah River,"Large and detailed, showing the course of the river, Savannah city to the sea.baf",275,,2,
2035,So.Carolina,USCS,1857*,7,18,Ossabaw I. To Cumberland I.,Early coastal mapping.,35,,2,
863,Tenn.,USCS,1865,20.75,14,"Tenn. River,(To accompany 16 sheets)",Many place names.From Paducah to Muscle Shoals,45,,2,SELL
3561,Va.,USCS,1851*,7,8,Fishing or Donoho's Battery,"Early mapping of this coast. Note Websters house and two poplars,  Hoke's house.",20,,2,SELL
3562,Va.,USCS,1851*,11,11,"Section V-Charleston Harbor,coast,Savannah",early charting of the coast,75,,2,SELL
96,Alabama,USGS,1875c,8,6,Mobile Bay,Mobile Bay with soundings and printed green color.,45,,2,SELL
3507,Atlanta and New Orleans,Walker's,1893,16,22,"Atlanta, New Orleans",Color printed map of this area.,60,,2,KEEP
2513,"South,,see Florida","Williams, J. David",1873,12,17,"Map of South Carolina, Georgia, Florida, Alabama, Mississippi, and Louisiana","The South,1873,just after the Civil War. Florida as yet with few r.roads.Miami alone in southern Florida.note Indian Hunting Grounds south of Miami.",110,,2,SELL
3599,MARYLAND,34TH CONGRESS,1855,,,"Anapolis-Plan Of Houses,Boat House,Block etc.","Three small plans for Professors House,etc.$20 ea.,5",100,,3,
3045,Delaware,"Blunt, E.& G.W.",1854,13,8,Delaware Bay,"Amer.Coast Pilot, 1854. Detailed soundings of the entire bay.",65,,3,
3036,Maryland,"Blunt, E.& G.W.",1854*,7,8,Entrance To The Chesapeake Bay,"Amer. Coast Pilot,1854.",55,,3,
3325,D.C.,Bradford,1838,5,7,Washington,Hand colored finely engraved City map. From Bradford's Atlas.Numbers locate important U.S. Gov't. buildings,45,,3,
2810,Delaware,Bradford,1838*,14,11,Delaware,Hand colored engraved map from Bradford's American Atlas.,265,,3,
2806,Maryland,Bradford,1838*,11,14,Baltimore,Fine old map of the city.Hand colored.,200,,3,
2834,Missouri,Bradford,1838*,12,14,Missouri,"Fine map of the state from a Bradford atlas.Old pastel hand color.Jefferson Barracks seen so. Of St.Louis,named after Jefferson who had just died.Lamotte mines,earliest Pb mine. Indian district with numerous tribes.",225,,3,
714,D.C.,Carte & Andrews,1850c,6,8,"Capitol of the United States,Washington",Engraved view of the partially built Capitol.Additions would come later.,45,,3,
643,Missouri,"Colton,G.W.",1855*,13,16,Missouri,Inset of the Vicinity of St. Louis. Typical Colton border.Hand colored,185,,3,
4096,"Wash., D.C.","French, B.B.",1854*,11,8,Plan.for the alteration of the Streets and Av. Around the Capitol,TWO plans.French's plans for changes around the Capitol. Ea.45,90,,3,
4355,"Wash., D.C.","French, B.B.",1854*,8,5,Plat..Penna. Av…Circle,"Plat for a circle where Pa. Av, K, N.H. Ave.,23 rd St. meet.",25,,3,
4481,"Wash., D.C.","French, B.B.",1854*,8,5,Plat..Penna. Av…Triangle,"Plat for a circle where Pa. Av, K, N.H. Ave.,23 rd St. meet.TWO diagrams ea20",40,,3,
4520,"Wash., D.C.","French, B.B.",1854*,11,8,Plat..for a Carriage Rd…South of the President's House,Plan for a carriage road south of the President's house.,22,,3,
3004,Virginia,Gleason's,1853*,,,Mt.Vernon,Scene and description re Mt. Vernon,25,,3,
4163,Virginia,Gleason's,1863,,,"Gossport,off Norfolk","dp view of the port Gossport,opposite Norfolk,Va.Article about the Navy Yard at Norfolk.",45,,3,
3904,"Maryland,Delaware,D.C.,Va.",Gray,1875,16,26,"Md.,Del., and D.C. also, Richmond city map, Baltimore city map","Hand colored.Large nset of D.C., also insets of Wilmington,Anapolis verso maps of Baltimore, Richmond.",145,,3,
4302,Missouri,Gray,1869,27,16,Gray's New Map of Missouri,Large map of the state. Early R.R.Hand color.,75,,3,
5454,West VirginiaD,Hardesty,1883*,10,13,"Map of Greenbrier Co. W.Va. 1883,verso Pocohantas County","Banknote like border, hand colored.Engraved map.",45,,3,
106,Maryland,Harpers,1860,14,10,"Harpers and Ballous, re Maryland","Wood engraving scenes of Maryland., six-State of Md.,Naval Acad.Anapolis,Md..farm for Terrapin,Cumberland,Carrolton Viaduct,Fort M'Henry,Balt.Shot Works ea.20+",100,,3,
2946,Virginia,Harpers,1891,7,9,At Old Point Comfort,scene,15,,3,
105,"Wash.,D.C.","Harpers,etc.",1865+,11,14,scenes in D.C.,"A group of misc scenes around D.C. Nast,etc. ea ~20+",200,,3,
117,Virginia,Harpers~,1875~,10,9,Scenes James River,"three scsnes, 2 James River, 1 Parkersburg ea 15",45,,3,
1101,D.C.,Johnson and Ward,1863,13,17,Johnson's Washington and Georgetown,"Hand colored map of Washington,Georgetown. Vignettes of Capitol,Smithsonian,and Wash.Monument.Old scroll border",95,,3,
1110,"Delaware , Maryland",Johnson and Ward,1866,13,16,Johnson's Delaware and Maryland,"Inset map of D.C., views of gov't. buildings.Note re Mason-Dixon Line  TWO COPIES 85,125",210,,3,BKLYN
1877,Missouri and K,Johnson and Ward,1863,17,23,Johnson's Missouri And Kansas,Large map of Missouri.Handcolored township map.Attractive,55,,3,
1478,"Va.,Del.,Md.,W.Va.",Johnson and Ward,1864*,17,23,"Johnson's Virginia,Delaware,Maryland,West Virginia",Johnson's map of these states.,60,,3,
1116,Delaware and M,"Johnson, A.J.  N.Y.",1868,12,17,Johnson's Delaware and Maryland,"Inset map of D.C., views of gov't. buildings.Note re Mason-Dixon Line",85,,3,
456,Maryland,Keystone,192,,,"On the Deck of an Oyster Boat, Ches.Bay,Md.",Stereo of a loaded oyster boat,30,,3,
1108,Delaware,"Lucas, Fielding",1823,10,8,Delaware,From the scarce Lucas atlas. In nice old color. A cornerstone map for Delaware.,325,,3,
1772,Missouri,"Mitchell, S. Augustus",1846*,15,12,A New Map Of Missouri With Its Roads And Distances.,Fine engraved map of Mo.Interesting mileage table. Hand colored.First edition.,225,,3,
4306,D.C.,"Rand,McNally",1902,6,3,Washington and Vicinity,"Washington,D.C.,1902.Early place names.",20,,3,
5728,Missouri,"Rand,McNally& Co.",1906*,26,19,St.Louis,Large colorprinted map of St.Louis with inset of the St.Louis vicinity.1906.,85,,3,
1104,Delaware,"Scott, Joseph",1795,8,6,Delaware,From Scott's earliest American atlas.,125,,3,
4931,"Pa.,N.J.,Md.,Del,D.C.,Va.",SDUK,1833*,15,12,"Sheet Vll,Pa.  ,N.J.,Md.,Del.,Columbia,and Part of Va.",Detailed SDUK map of mid Atlantic states.,95,,3,
5125,"Pa.,N.J.,Md.,Del,D.C.,Va.",SDUK,1833*,15,12,"Sheet Vll,Pa.  ,N.J.,Md.,Del.,Columbia,and Part of Va.",Detailed SDUK map of mid Atlantic states.,110,,3,
3336,Missouri,Tanner,1839*,13,10,A New Map Of Missouri With Its Roads And Distances,Hand colored engraved map of the state.Early counties.Scarce.,195,,3,
5543,D.C.,"Tanner, H.",1836*,12,15,City of Washington,Fine Tanner map of the Capitol. Hand colored.,275,,3,
3308,DEL.,USCS,1850*,14,10,Showing The Soundings Off The Coast Of Delaware and Maryland,Detailed soundings of the coast.,45,,3,
3272,MD.,USCS,1859,19,22,"Patuxent River, Md., Lower Part","Chart of the area,completed chart. Sailing directions.baf",100,,3,
3307,MARYLAND,"USCS,Essayons",1854,9,6,Patapsco River And The Approaches,Small chart. Baltimore  to Ches.Bay,75,avail $75 altho offered auction 2-300.,3,
4530,"Wash., D.C.","Walter, Thomas",1854c,14,16,Government Hospital for the Insane,Plans for a insane assylum. House Doc.,65,,3,
3609,Del.,,1880c,9,13,Delaware Water Gap,engraved scene,35,,4,SELL
1785,Conn.,Appleton,1874*,6,9,Conn. Valley from Mt. Tom,Appleton view,25,,4,SELL
3931,Mass.,Appleton,1874*c,9.5,6.75,On the Beverley Coast,Engraved scene of the coast.,35,,4,SELL
4637,N.H.,Appleton,1878*,9,6,The Mount Washington Road,Steel engraving of the mountain road with a coach and horses climbing upwards to the summit. TWO@20,40,,4,SELL
4634,Penna.,Appleton,1872,7,8,"Delaware Water Gap,    New York",Steel engraving of the pleasant scene.,35,,4,SELL
2923,Penn.,Archer,1845c,9,8,Philadelphia,Engraved view of the harbor with masted ships. Should be colored.,35,,4,SELL
2667,New Jersey,Arrowsmith and Lewis,1804,8,10,New Jersey,Scarce early engraved map of the state.Colored.,235,,4,BKLYN
2392,Penna.,Arrowsmith and Lewis.,1804,8,10,Pennsylvania,Very well engraved map of the state with dramatic mountains. Excellent details in the largely unsettled western part. A note near Erie says U.S.Fort.Colored.,185,,4,SELL
1945,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880*,10,21,From Cuttyhunk to Point Judith,The coast off Newport with soundings,55,,4,SELL
256,Alaska,Bankes,1787,9,14,"A Man,A Woman, of Prince William Sound","Capt.Cook's Explorations,strongly engraved portraits of a native man and woman.",110,,4,Gave to John Rubini March 2019 (Deer Valley)
2619,New England,"Black, A.& C.",1870,16,22,"New York,Vermont,New Hanmpshire,Rhode Island,Mass. & Connecticut","Attractive color printed map of New England and New York.Inset map of New York City,9x 6.Upstate N.Y.is largely unsettled.Fine details.",265,,4,SELL
2979,nh,Blount,1854,8,8,Plan of Portsmouth Harbor,colored,45,,4,
3033,Rhode Island,"Blunt, E.& G.W.",1854*,8,8,Newport Harbor,to be colored.,75,,4,
5247,Rhode Island,Boynton,1845,6,4,Rhode Island,Hand colored map. A few railroads just starting.1845,65,,4,SELL
2824,Conn.,Bradford,1838*,11,14,Conn.,Fine map of Conn. from Bradford's Atlas.Hand color.,345,,4,SELL
1744,Conn. and R.I.,Bradford,1835,8,10,Connecticut and Rhode Island,From a Bradford atlas  of 1835.,225,,4,SELL
2820,Mass.,Bradford,1838*,11,14,Mass.,Large Bradford map of the state. Hand colored.,335,,4,
5063,"N.H.,Vt.",Bradford,1835,10,7,New Hampshire & Vermont,From Bradford's American Atlas.,145,,4,SELL
2826,New Jersey,Bradford,1838*,14,11,New Jersey,Hand colored engraved map of N.J.State from Bradford's American Atlas.,325,,4,
5067,"Pa.,N.J.",Bradford,1835,8,10,Pennsylvania & New Jersey,From Bradford's American Atlas.,95,,4,SELL
2808,Penna.,Bradford,1838*,11,14,Pennsylvania,Hand colored finely engraved map from Bradford's American Atlas.,325,,4,
2819,Vermont,Bradford,1838*,14,11,Vermont,"Large hand colored map of the state.from Bradford,s American Atlas.",295,,4,SELL
1540,Vt.,Bradford,1835,10,8,New Hampshire & Vermont,Few towns as yet in these two states.,110,,4,SELL
1539,Vt.N.H.,Bradford,1835,10,8,New Hampshire & Vermont,From Bradford's American Atlas.,110,,4,SELL
3868,Conn.,"Bradford, T.",1835,8,10,Connecticut & Rhode Island,Early 19th Cent. map of these states.Proposed Railroads shown.,175,,4,SELL
3347,Vermont,"Bradford, T.G.",1838*,14,11,Vermont,Four colored engraved map of the state.,295,,4,SELL
1890,Canada,"Cary, John",1811*,18,20,A New Map Of Upper & Lower Canada From The Latest Authorities,Hand colored finely engraved map.A rare map.Descriptions appended to back.,700,12/11 $725 Fairwinds,4,
4083,Mass.,Coastal Pilot,1880c,6,8,Tempe's Nob (Buzzard Bay),Hand colored  coast views.,25,,4,SELL
703,Maine,Colton,1855*,16,12,Maine,Colorful map of the state,85,,4,
3232,New Jersey,Colton,1868,16,24,New Jersey,A large steel engraving  map of the state. Lots of details and rail roads.Hand colored.,185,,4,
5801,Penna.,Colton,1855*,16,13,Philadelphia,Hand colored map of the city Philadelphia,125,,4,
3343,Mass.,"Conder, T.",1785c,3,4,The Town And Harbour Of Boston,early map of Boston and its harbor.,45,,4,
3332,Penna.,"Conder, T.",1785c,2,4,Draught Of The River Delaware From Chester To Philadelphia,Miniature map of the area near Philadelphia to Chester. Hand colored.,75,,4,SELL
4560,Penna.,Cram's Atlas,1898,12,18,"Pittsburgh and Allegheny City, verso Richmond and Manchester, Va.,Parkersburg,W.Va.",Color printed lithograph map of the  city.1898,65,,4,
1536,Vt.,F. Lucas,1823,11,9,Vermont,Scarce Amer.mapmaker. Fine original color.,335,,4,BKLYN
3568,Penn.,Gleason's,1853,14,10,"Gleason's Pictorial,scenes or personages of Philadelphia","Gleason's Pictorial,10 pgs, re Philadelphia",50,,4,SELL
4189,Penna.,Gleason's,1863,,,Articles and sketches of Phila.,10 pages with discussion and illustration re buildings and stores in Phila.ea 35,350,,4,SELL
